timestamp,R0C0,R0C1,R0C2,R0C3,R0C4,R0C5,R0C6,R0C7,R0C8,R0C9,R0C10,R0C11,R0C12,R0C13,R0C14,R0C15,R1C0,R1C1,R1C2,R1C3,R1C4,R1C5,R1C6,R1C7,R1C8,R1C9,R1C10,R1C11,R1C12,R1C13,R1C14,R1C15,R2C0,R2C1,R2C2,R2C3,R2C4,R2C5,R2C6,R2C7,R2C8,R2C9,R2C10,R2C11,R2C12,R2C13,R2C14,R2C15,R3C0,R3C1,R3C2,R3C3,R3C4,R3C5,R3C6,R3C7,R3C8,R3C9,R3C10,R3C11,R3C12,R3C13,R3C14,R3C15,label_0,label_1,label_2,label_3
1752708066.8408084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,,,,
1752708067.9568996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,1939.2,1875.9,1861.3,1931.2
1752708086.4982715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.0,871.0,1832.0,1563.0,0.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3231.0,1223.0,3335.0,2854.0,0.0,0.0,0.0,0.0,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2629.0,1053.0,2953.0,2393.0,0.0,0.0,0.0,0.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1752708088.3122787,903.0,521.0,857.0,683.0,0.0,0.0,0.0,0.0,0.0,379.0,469.0,327.0,0.0,0.0,0.0,0.0,1039.0,717.0,955.0,695.0,0.0,0.0,0.0,0.0,0.0,239.0,251.0,149.0,0.0,0.0,0.0,0.0,3061.0,1655.0,2693.0,2043.0,0.0,0.0,0.0,0.0,0.0,805.0,797.0,523.0,0.0,0.0,0.0,0.0,1976.0,1161.0,2029.0,1527.0,0.0,0.0,0.0,0.0,0.0,571.0,543.0,365.0,0.0,0.0,0.0,0.0,1941.6,1874.4,1860.9,1929.7
1752708088.587038,853.0,0.0,701.0,699.0,0.0,279.0,0.0,0.0,0.0,393.0,617.0,775.0,0.0,0.0,0.0,0.0,841.0,0.0,663.0,651.0,0.0,185.0,0.0,0.0,0.0,216.0,299.0,333.0,0.0,0.0,0.0,0.0,2823.0,0.0,2147.0,2041.0,0.0,679.0,0.0,0.0,0.0,851.0,1133.0,1225.0,0.0,0.0,0.0,0.0,1893.0,0.0,1599.0,1567.0,0.0,534.0,0.0,0.0,0.0,559.0,763.0,841.0,0.0,0.0,0.0,0.0,1940.8,1876.0,1863.2,1931.7
1752708088.629573,575.0,0.0,371.0,0.0,0.0,615.0,0.0,0.0,0.0,772.0,377.0,1039.0,0.0,0.0,0.0,0.0,597.0,0.0,361.0,0.0,0.0,439.0,0.0,0.0,0.0,369.0,155.0,427.0,0.0,0.0,0.0,0.0,1523.0,0.0,946.0,0.0,0.0,1485.0,0.0,0.0,0.0,1915.0,853.0,2473.0,0.0,0.0,0.0,0.0,1129.0,0.0,837.0,0.0,0.0,1111.0,0.0,0.0,0.0,903.0,391.0,1017.0,0.0,0.0,0.0,0.0,,,,
1752708088.6297417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,1461.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425.0,2895.0,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1752708088.6298158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.0,1695.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,237.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,2962.0,2261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1752708088.6405125,0.0,0.0,0.0,0.0,0.0,679.0,0.0,0.0,0.0,781.0,1305.0,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,363.0,532.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.0,0.0,0.0,0.0,1577.0,2687.0,1829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,477.0,695.0,477.0,0.0,0.0,0.0,0.0,,,,
1752708088.641317,0.0,0.0,0.0,0.0,671.0,1593.0,0.0,0.0,793.0,611.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235.0,2403.0,0.0,0.0,979.0,663.0,1149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.0,3609.0,0.0,0.0,1407.0,921.0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,2681.0,0.0,0.0,1021.0,678.0,1159.0,0.0,0.0,0.0,0.0,0.0,1940.6,1876.2,1863.0,1931.7
1752708088.6414063,0.0,0.0,0.0,0.0,589.0,1605.0,0.0,0.0,717.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,3227.0,0.0,0.0,1215.0,0.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,4021.0,0.0,0.0,1411.0,0.0,1435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.0,3451.0,0.0,0.0,1235.0,0.0,1251.0,0.0,0.0,0.0,0.0,0.0,1940.6,1876.2,1863.0,1931.7
1752708088.6414754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,1775.0,3288.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,0.0,1791.0,4095.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,0.0,1613.0,3495.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1940.6,1876.2,1863.0,1931.7
1752708088.641542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.0,3161.0,0.0,1211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085.0,4095.0,0.0,1471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,3255.0,0.0,1253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940.6,1876.2,1863.0,1931.7
1752708088.6416073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2671.0,0.0,0.0,0.0,0.0,0.0,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3495.0,0.0,0.0,0.0,0.0,0.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319.0,0.0,0.0,0.0,0.0,0.0,1169.0,0.0,0.0,0.0,0.0,1940.6,1876.2,1863.0,1931.7
1752708088.6416714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.0,0.0,0.0,0.0,0.0,0.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.0,0.0,0.0,0.0,0.0,0.0,3255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.0,0.0,0.0,0.0,0.0,0.0,1273.0,0.0,0.0,0.0,0.0,1940.6,1876.2,1863.0,1931.7
1752708088.7243352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,83.0,203.0,253.0,329.0,4095.0,4095.0,4095.0,4095.0,4085.0,4030.0,4095.0,4095.0,4095.0,4095.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940.3,1876.5,1862.9,1931.3
1752708088.7358844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2427.0,2409.0,2399.0,2397.0,2391.0,2431.0,2429.0,2537.0,2517.0,2571.0,2603.0,4095.0,4095.0,4095.0,4095.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939.5,1876.1,1863.1,1931.3
1752708088.8917224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2533.0,2523.0,2509.0,2516.0,2503.0,2489.0,2485.0,2671.0,2650.0,2696.0,2719.0,4095.0,4095.0,4095.0,4095.0,4091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
